agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	10010100	62614	178324	2017	7	4193.984
USGS	10010100	62614	178324	2017	8	4193.448
USGS	10010100	62614	178324	2017	9	4193.013
USGS	10010100	62614	178324	2017	10	4192.868
USGS	10010100	62614	178324	2017	11	4192.957
USGS	10010100	62614	178324	2017	12	4193.081
USGS	10010100	62614	178324	2018	1	4193.335
USGS	10010100	62614	178324	2018	2	4193.646
USGS	10010100	62614	178324	2018	3	4193.897
USGS	10010100	62614	178324	2018	4	4194.157
USGS	10010100	62614	178324	2018	5	4194.09
USGS	10010100	62614	178324	2018	6	4193.82
USGS	10010100	62614	178324	2018	7	4193.197
USGS	10010100	62614	178324	2018	8	4192.639
USGS	10010100	62614	178324	2018	9	4192.12
USGS	10010100	62614	178324	2018	10	4191.877
USGS	10010100	62614	178324	2018	11	4191.767
USGS	10010100	62614	178324	2018	12	4191.89
USGS	10010100	62614	178324	2019	1	4192.039
USGS	10010100	62614	178324	2019	2	4192.364
USGS	10010100	62614	178324	2019	3	4192.829
USGS	10010100	62614	178324	2019	4	4193.293
USGS	10010100	62614	178324	2019	5	4193.648
USGS	10010100	62614	178324	2019	6	4194.017
USGS	10010100	62614	178324	2019	7	4193.842
USGS	10010100	62614	178324	2019	8	4193.316
USGS	10010100	62614	178324	2019	9	4192.883
USGS	10010100	62614	178324	2019	10	4192.852
USGS	10010100	62614	178324	2019	11	4192.727
USGS	10010100	62614	178324	2019	12	4193.035
USGS	10010100	62614	178324	2020	1	4193.3
USGS	10010100	62614	178324	2020	2	4193.662
USGS	10010100	62614	178324	2020	3	4193.903
USGS	10010100	62614	178324	2020	4	4194.12
USGS	10010100	62614	178324	2020	5	4193.958
USGS	10010100	62614	178324	2020	6	4193.727
USGS	10010100	62614	178324	2020	7	4193.361
USGS	10010100	62614	178324	2020	8	4192.797
USGS	10010100	62614	178324	2020	9	4192.26
USGS	10010100	62614	178324	2020	10	4191.984
USGS	10010100	62614	178324	2020	11	4191.8
USGS	10010100	62614	178324	2020	12	4191.803
USGS	10010100	62614	178324	2021	1	4191.913
USGS	10010100	62614	178324	2021	2	4192.107
USGS	10010100	62614	178324	2021	3	4192.239
USGS	10010100	62614	178324	2021	4	4192.2
USGS	10010100	62614	178324	2021	5	4192.023
USGS	10010100	62614	178324	2021	6	4191.577
USGS	10010100	62614	178324	2021	7	4191.058
USGS	10010100	62614	178324	2021	8	4190.626
USGS	10010100	62614	178324	2021	9	4190.425
